"","Fecha","CVEGEO","MUNICIPIO","ACUMULADOS","NUEVOS","diasemana","CASOS SEMANALES"
"1109",2020-07-01,"26043","Nogales",1404,19,"miércoles",257
"1110",2020-07-01,"26044","Ónavas",1,0,"miércoles",0
"1111",2020-07-01,"26045","Opodepe",2,0,"miércoles",0
"1112",2020-07-01,"26046","Oquitoa",1,0,"miércoles",0
"1113",2020-07-01,"26047","Pitiquito",22,0,"miércoles",1
"1114",2020-07-01,"26048","Puerto Peñasco",22,1,"miércoles",8
"1115",2020-07-01,"26049","Quiriego",5,0,"miércoles",0
"1116",2020-07-01,"26050","Rayón",0,0,"miércoles",0
"1117",2020-07-01,"26051","Rosario",1,0,"miércoles",0
"1118",2020-07-01,"26052","Sahuaripa",10,0,"miércoles",0
"1119",2020-07-01,"26053","San Felipe de Jesús",0,0,"miércoles",0
"1120",2020-07-01,"26072","San Ignacio Río Muerto",7,0,"miércoles",2
"1121",2020-07-01,"26054","San Javier",0,0,"miércoles",0
"1122",2020-07-01,"26055","San Luis Río Colorado",822,21,"miércoles",60
"1123",2020-07-01,"26056","San Miguel de Horcasitas",14,0,"miércoles",1
"1124",2020-07-01,"26057","San Pedro de la Cueva",0,0,"miércoles",0
"1125",2020-07-01,"26058","Santa Ana",56,0,"miércoles",9
"1126",2020-07-01,"26059","Santa Cruz",0,0,"miércoles",0
"1127",2020-07-01,"26060","Sáric",5,0,"miércoles",0
"1128",2020-07-01,"26061","Soyopa",0,0,"miércoles",0
"1129",2020-07-01,"26062","Suaqui Grande",0,0,"miércoles",0
"1130",2020-07-01,"26063","Tepache",2,0,"miércoles",2
"1131",2020-07-01,"26064","Trincheras",6,0,"miércoles",1
"1132",2020-07-01,"26065","Tubutama",1,0,"miércoles",0
"1133",2020-07-01,"26066","Ures",7,0,"miércoles",1
"1134",2020-07-01,"26067","Villa Hidalgo",2,0,"miércoles",1
"1135",2020-07-01,"26068","Villa Pesqueira",1,0,"miércoles",0
"1136",2020-07-01,"26069","Yécora",0,0,"miércoles",0
"1137",2020-07-08,"26001","Aconchi",2,0,"miércoles",0
"1138",2020-07-08,"26002","Agua Prieta",316,24,"miércoles",90
"1139",2020-07-08,"26003","Álamos",27,0,"miércoles",6
"1140",2020-07-08,"26004","Altar",29,1,"miércoles",7
"1141",2020-07-08,"26005","Arivechi",0,0,"miércoles",0
"1142",2020-07-08,"26006","Arizpe",11,0,"miércoles",0
"1143",2020-07-08,"26008","Bacadéhuachi",0,0,"miércoles",0
"1144",2020-07-08,"26009","Bacanora",0,0,"miércoles",0
"1145",2020-07-08,"26010","Bacerac",3,0,"miércoles",0
"1146",2020-07-08,"26011","Bacoachi",15,0,"miércoles",1
"1147",2020-07-08,"26012","Bácum",32,0,"miércoles",6
"1148",2020-07-08,"26013","Banámichi",0,0,"miércoles",0
"1149",2020-07-08,"26014","Baviácora",8,0,"miércoles",3
"1150",2020-07-08,"26015","Bavispe",5,0,"miércoles",0
"1151",2020-07-08,"26071","Benito Juárez",22,0,"miércoles",2
"1152",2020-07-08,"26016","Benjamín Hill",12,0,"miércoles",2
"1153",2020-07-08,"26017","Caborca",431,14,"miércoles",154
"1154",2020-07-08,"26018","Cajeme",2071,14,"miércoles",369
"1155",2020-07-08,"26019","Cananea",132,0,"miércoles",20
"1156",2020-07-08,"26020","Carbó",1,0,"miércoles",0
"1157",2020-07-08,"26022","Cucurpe",1,0,"miércoles",0
"1158",2020-07-08,"26023","Cumpas",7,0,"miércoles",0
"1159",2020-07-08,"26024","Divisaderos",2,0,"miércoles",0
"1160",2020-07-08,"26025","Empalme",77,0,"miércoles",31
"1161",2020-07-08,"26026","Etchojoa",58,0,"miércoles",9
"1162",2020-07-08,"26027","Fronteras",11,0,"miércoles",1
"1163",2020-07-08,"26070","General Plutarco Elías Calles",52,0,"miércoles",15
"1164",2020-07-08,"26028","Granados",4,0,"miércoles",0
"1165",2020-07-08,"26029","Guaymas",464,5,"miércoles",116
"1166",2020-07-08,"26030","Hermosillo",3837,111,"miércoles",890
"1167",2020-07-08,"26031","Huachinera",1,0,"miércoles",0
"1168",2020-07-08,"26032","Huásabas",1,0,"miércoles",1
"1169",2020-07-08,"26033","Huatabampo",119,0,"miércoles",23
"1170",2020-07-08,"26034","Huépac",0,0,"miércoles",0
"1171",2020-07-08,"26035","Imuris",12,0,"miércoles",4
"1172",2020-07-08,"26021","La Colorada",0,0,"miércoles",0
"1173",2020-07-08,"26036","Magdalena",119,0,"miércoles",25
"1174",2020-07-08,"26037","Mazatán",0,0,"miércoles",0
"1175",2020-07-08,"26038","Moctezuma",10,0,"miércoles",3
"1176",2020-07-08,"26039","Naco",3,1,"miércoles",1
"1177",2020-07-08,"26040","Nácori Chico",7,0,"miércoles",2
"1178",2020-07-08,"26041","Nacozari de García",40,0,"miércoles",3
"1179",2020-07-08,"26042","Navojoa",516,0,"miércoles",89
"1180",2020-07-08,"26043","Nogales",1606,20,"miércoles",202
"1181",2020-07-08,"26044","Ónavas",2,0,"miércoles",1
"1182",2020-07-08,"26045","Opodepe",2,0,"miércoles",0
"1183",2020-07-08,"26046","Oquitoa",1,0,"miércoles",0
"1184",2020-07-08,"26047","Pitiquito",34,0,"miércoles",12
"1185",2020-07-08,"26048","Puerto Peñasco",36,7,"miércoles",14
"1186",2020-07-08,"26049","Quiriego",5,0,"miércoles",0
"1187",2020-07-08,"26050","Rayón",3,0,"miércoles",3
"1188",2020-07-08,"26051","Rosario",1,0,"miércoles",0
"1189",2020-07-08,"26052","Sahuaripa",12,0,"miércoles",2
"1190",2020-07-08,"26053","San Felipe de Jesús",1,0,"miércoles",1
"1191",2020-07-08,"26072","San Ignacio Río Muerto",10,0,"miércoles",3
"1192",2020-07-08,"26054","San Javier",0,0,"miércoles",0
"1193",2020-07-08,"26055","San Luis Río Colorado",972,11,"miércoles",150
"1194",2020-07-08,"26056","San Miguel de Horcasitas",14,0,"miércoles",0
"1195",2020-07-08,"26057","San Pedro de la Cueva",0,0,"miércoles",0
"1196",2020-07-08,"26058","Santa Ana",70,1,"miércoles",14
"1197",2020-07-08,"26059","Santa Cruz",1,0,"miércoles",1
"1198",2020-07-08,"26060","Sáric",5,0,"miércoles",0
"1199",2020-07-08,"26061","Soyopa",0,0,"miércoles",0
"1200",2020-07-08,"26062","Suaqui Grande",0,0,"miércoles",0
"1201",2020-07-08,"26063","Tepache",2,0,"miércoles",0
"1202",2020-07-08,"26064","Trincheras",6,0,"miércoles",0
"1203",2020-07-08,"26065","Tubutama",1,0,"miércoles",0
"1204",2020-07-08,"26066","Ures",14,1,"miércoles",7
"1205",2020-07-08,"26067","Villa Hidalgo",4,0,"miércoles",2
"1206",2020-07-08,"26068","Villa Pesqueira",1,0,"miércoles",0
"1207",2020-07-08,"26069","Yécora",5,4,"miércoles",5
"1208",2020-07-15,"26001","Aconchi",2,0,"miércoles",0
"1209",2020-07-15,"26002","Agua Prieta",408,25,"miércoles",92
"1210",2020-07-15,"26003","Álamos",37,0,"miércoles",10
"1211",2020-07-15,"26004","Altar",32,0,"miércoles",3
"1212",2020-07-15,"26005","Arivechi",0,0,"miércoles",0
"1213",2020-07-15,"26006","Arizpe",11,0,"miércoles",0
"1214",2020-07-15,"26008","Bacadéhuachi",0,0,"miércoles",0
"1215",2020-07-15,"26009","Bacanora",0,0,"miércoles",0
"1216",2020-07-15,"26010","Bacerac",3,0,"miércoles",0
"1217",2020-07-15,"26011","Bacoachi",16,0,"miércoles",1
"1218",2020-07-15,"26012","Bácum",36,0,"miércoles",4
"1219",2020-07-15,"26013","Banámichi",0,0,"miércoles",0
"1220",2020-07-15,"26014","Baviácora",15,0,"miércoles",7
"1221",2020-07-15,"26015","Bavispe",5,0,"miércoles",0
"1222",2020-07-15,"26071","Benito Juárez",23,0,"miércoles",1
"1223",2020-07-15,"26016","Benjamín Hill",13,0,"miércoles",1
"1224",2020-07-15,"26017","Caborca",533,19,"miércoles",102
"1225",2020-07-15,"26018","Cajeme",2247,14,"miércoles",176
"1226",2020-07-15,"26019","Cananea",164,0,"miércoles",32
"1227",2020-07-15,"26020","Carbó",1,0,"miércoles",0
"1228",2020-07-15,"26022","Cucurpe",2,0,"miércoles",1
"1229",2020-07-15,"26023","Cumpas",7,0,"miércoles",0
"1230",2020-07-15,"26024","Divisaderos",2,0,"miércoles",0
"1231",2020-07-15,"26025","Empalme",95,1,"miércoles",18
"1232",2020-07-15,"26026","Etchojoa",75,1,"miércoles",17
"1233",2020-07-15,"26027","Fronteras",11,0,"miércoles",0
"1234",2020-07-15,"26070","General Plutarco Elías Calles",57,0,"miércoles",5
"1235",2020-07-15,"26028","Granados",4,0,"miércoles",0
"1236",2020-07-15,"26029","Guaymas",542,3,"miércoles",78
"1237",2020-07-15,"26030","Hermosillo",5149,144,"miércoles",1312
"1238",2020-07-15,"26031","Huachinera",1,0,"miércoles",0
"1239",2020-07-15,"26032","Huásabas",1,0,"miércoles",0
"1240",2020-07-15,"26033","Huatabampo",151,1,"miércoles",32
"1241",2020-07-15,"26034","Huépac",1,0,"miércoles",1
"1242",2020-07-15,"26035","Imuris",14,0,"miércoles",2
"1243",2020-07-15,"26021","La Colorada",0,0,"miércoles",0
"1244",2020-07-15,"26036","Magdalena",142,0,"miércoles",23
"1245",2020-07-15,"26037","Mazatán",0,0,"miércoles",0
"1246",2020-07-15,"26038","Moctezuma",11,0,"miércoles",1
"1247",2020-07-15,"26039","Naco",7,0,"miércoles",4
"1248",2020-07-15,"26040","Nácori Chico",7,0,"miércoles",0
"1249",2020-07-15,"26041","Nacozari de García",46,0,"miércoles",6
"1250",2020-07-15,"26042","Navojoa",605,1,"miércoles",89
"1251",2020-07-15,"26043","Nogales",1756,12,"miércoles",150
"1252",2020-07-15,"26044","Ónavas",2,0,"miércoles",0
"1253",2020-07-15,"26045","Opodepe",2,0,"miércoles",0
"1254",2020-07-15,"26046","Oquitoa",1,0,"miércoles",0
"1255",2020-07-15,"26047","Pitiquito",51,4,"miércoles",17
"1256",2020-07-15,"26048","Puerto Peñasco",46,0,"miércoles",10
"1257",2020-07-15,"26049","Quiriego",5,0,"miércoles",0
"1258",2020-07-15,"26050","Rayón",3,0,"miércoles",0
"1259",2020-07-15,"26051","Rosario",3,0,"miércoles",2
"1260",2020-07-15,"26052","Sahuaripa",12,0,"miércoles",0
"1261",2020-07-15,"26053","San Felipe de Jesús",1,0,"miércoles",0
"1262",2020-07-15,"26072","San Ignacio Río Muerto",10,0,"miércoles",0
"1263",2020-07-15,"26054","San Javier",0,0,"miércoles",0
"1264",2020-07-15,"26055","San Luis Río Colorado",1042,26,"miércoles",70
"1265",2020-07-15,"26056","San Miguel de Horcasitas",14,0,"miércoles",0
"1266",2020-07-15,"26057","San Pedro de la Cueva",0,0,"miércoles",0
"1267",2020-07-15,"26058","Santa Ana",83,0,"miércoles",13
"1268",2020-07-15,"26059","Santa Cruz",2,0,"miércoles",1
"1269",2020-07-15,"26060","Sáric",5,0,"miércoles",0
"1270",2020-07-15,"26061","Soyopa",0,0,"miércoles",0
"1271",2020-07-15,"26062","Suaqui Grande",0,0,"miércoles",0
"1272",2020-07-15,"26063","Tepache",2,0,"miércoles",0
"1273",2020-07-15,"26064","Trincheras",6,0,"miércoles",0
"1274",2020-07-15,"26065","Tubutama",1,0,"miércoles",0
"1275",2020-07-15,"26066","Ures",20,2,"miércoles",6
"1276",2020-07-15,"26067","Villa Hidalgo",4,0,"miércoles",0
"1277",2020-07-15,"26068","Villa Pesqueira",1,0,"miércoles",0
"1278",2020-07-15,"26069","Yécora",12,7,"miércoles",7
"1279",2020-07-22,"26001","Aconchi",2,0,"miércoles",0
"1280",2020-07-22,"26002","Agua Prieta",463,5,"miércoles",55
"1281",2020-07-22,"26003","Álamos",40,0,"miércoles",3
"1282",2020-07-22,"26004","Altar",33,0,"miércoles",1
"1283",2020-07-22,"26005","Arivechi",0,0,"miércoles",0
"1284",2020-07-22,"26006","Arizpe",11,0,"miércoles",0
"1285",2020-07-22,"26008","Bacadéhuachi",0,0,"miércoles",0
"1286",2020-07-22,"26009","Bacanora",0,0,"miércoles",0
"1287",2020-07-22,"26010","Bacerac",3,0,"miércoles",0
"1288",2020-07-22,"26011","Bacoachi",16,0,"miércoles",0
"1289",2020-07-22,"26012","Bácum",38,0,"miércoles",2
"1290",2020-07-22,"26013","Banámichi",0,0,"miércoles",0
"1291",2020-07-22,"26014","Baviácora",16,0,"miércoles",1
"1292",2020-07-22,"26015","Bavispe",5,0,"miércoles",0
"1293",2020-07-22,"26071","Benito Juárez",26,0,"miércoles",3
"1294",2020-07-22,"26016","Benjamín Hill",15,0,"miércoles",2
"1295",2020-07-22,"26017","Caborca",610,4,"miércoles",77
"1296",2020-07-22,"26018","Cajeme",2479,2,"miércoles",232
"1297",2020-07-22,"26019","Cananea",178,0,"miércoles",14
"1298",2020-07-22,"26020","Carbó",2,0,"miércoles",1
"1299",2020-07-22,"26022","Cucurpe",2,0,"miércoles",0
"1300",2020-07-22,"26023","Cumpas",8,0,"miércoles",1
"1301",2020-07-22,"26024","Divisaderos",3,0,"miércoles",1
"1302",2020-07-22,"26025","Empalme",114,0,"miércoles",19
"1303",2020-07-22,"26026","Etchojoa",97,0,"miércoles",22
"1304",2020-07-22,"26027","Fronteras",11,0,"miércoles",0
"1305",2020-07-22,"26070","General Plutarco Elías Calles",63,0,"miércoles",6
"1306",2020-07-22,"26028","Granados",4,0,"miércoles",0
"1307",2020-07-22,"26029","Guaymas",637,2,"miércoles",95
"1308",2020-07-22,"26030","Hermosillo",6668,249,"miércoles",1519
"1309",2020-07-22,"26031","Huachinera",1,0,"miércoles",0
"1310",2020-07-22,"26032","Huásabas",1,0,"miércoles",0
"1311",2020-07-22,"26033","Huatabampo",179,0,"miércoles",28
"1312",2020-07-22,"26034","Huépac",1,0,"miércoles",0
"1313",2020-07-22,"26035","Imuris",18,0,"miércoles",4
"1314",2020-07-22,"26021","La Colorada",1,0,"miércoles",1
"1315",2020-07-22,"26036","Magdalena",151,0,"miércoles",9
"1316",2020-07-22,"26037","Mazatán",0,0,"miércoles",0
"1317",2020-07-22,"26038","Moctezuma",11,0,"miércoles",0
"1318",2020-07-22,"26039","Naco",7,0,"miércoles",0
"1319",2020-07-22,"26040","Nácori Chico",7,0,"miércoles",0
"1320",2020-07-22,"26041","Nacozari de García",48,0,"miércoles",2
"1321",2020-07-22,"26042","Navojoa",680,1,"miércoles",75
"1322",2020-07-22,"26043","Nogales",1855,5,"miércoles",99
"1323",2020-07-22,"26044","Ónavas",2,0,"miércoles",0
"1324",2020-07-22,"26045","Opodepe",2,0,"miércoles",0
"1325",2020-07-22,"26046","Oquitoa",1,0,"miércoles",0
"1326",2020-07-22,"26047","Pitiquito",58,1,"miércoles",7
"1327",2020-07-22,"26048","Puerto Peñasco",59,0,"miércoles",13
"1328",2020-07-22,"26049","Quiriego",5,0,"miércoles",0
"1329",2020-07-22,"26050","Rayón",3,0,"miércoles",0
"1330",2020-07-22,"26051","Rosario",8,0,"miércoles",5
"1331",2020-07-22,"26052","Sahuaripa",14,1,"miércoles",2
"1332",2020-07-22,"26053","San Felipe de Jesús",1,0,"miércoles",0
"1333",2020-07-22,"26072","San Ignacio Río Muerto",15,0,"miércoles",5
"1334",2020-07-22,"26054","San Javier",3,0,"miércoles",3
"1335",2020-07-22,"26055","San Luis Río Colorado",1125,16,"miércoles",83
"1336",2020-07-22,"26056","San Miguel de Horcasitas",14,0,"miércoles",0
"1337",2020-07-22,"26057","San Pedro de la Cueva",0,0,"miércoles",0
"1338",2020-07-22,"26058","Santa Ana",86,0,"miércoles",3
"1339",2020-07-22,"26059","Santa Cruz",2,0,"miércoles",0
"1340",2020-07-22,"26060","Sáric",5,0,"miércoles",0
"1341",2020-07-22,"26061","Soyopa",0,0,"miércoles",0
"1342",2020-07-22,"26062","Suaqui Grande",0,0,"miércoles",0
"1343",2020-07-22,"26063","Tepache",2,0,"miércoles",0
"1344",2020-07-22,"26064","Trincheras",6,0,"miércoles",0
"1345",2020-07-22,"26065","Tubutama",1,0,"miércoles",0
"1346",2020-07-22,"26066","Ures",24,0,"miércoles",4
"1347",2020-07-22,"26067","Villa Hidalgo",4,0,"miércoles",0
"1348",2020-07-22,"26068","Villa Pesqueira",2,0,"miércoles",1
"1349",2020-07-22,"26069","Yécora",16,0,"miércoles",4
"1350",2020-07-29,"26001","Aconchi",5,0,"miércoles",3
"1351",2020-07-29,"26002","Agua Prieta",539,36,"miércoles",76
"1352",2020-07-29,"26003","Álamos",46,0,"miércoles",6
"1353",2020-07-29,"26004","Altar",37,0,"miércoles",4
"1354",2020-07-29,"26005","Arivechi",0,0,"miércoles",0
"1355",2020-07-29,"26006","Arizpe",11,0,"miércoles",0
"1356",2020-07-29,"26008","Bacadéhuachi",0,0,"miércoles",0
"1357",2020-07-29,"26009","Bacanora",0,0,"miércoles",0
"1358",2020-07-29,"26010","Bacerac",3,0,"miércoles",0
"1359",2020-07-29,"26011","Bacoachi",16,0,"miércoles",0
"1360",2020-07-29,"26012","Bácum",45,0,"miércoles",7
"1361",2020-07-29,"26013","Banámichi",0,0,"miércoles",0
"1362",2020-07-29,"26014","Baviácora",16,0,"miércoles",0
"1363",2020-07-29,"26015","Bavispe",5,0,"miércoles",0
"1364",2020-07-29,"26071","Benito Juárez",34,2,"miércoles",8
"1365",2020-07-29,"26016","Benjamín Hill",15,0,"miércoles",0
"1366",2020-07-29,"26017","Caborca",811,39,"miércoles",201
"1367",2020-07-29,"26018","Cajeme",2737,5,"miércoles",258
"1368",2020-07-29,"26019","Cananea",288,6,"miércoles",110
"1369",2020-07-29,"26020","Carbó",2,0,"miércoles",0
"1370",2020-07-29,"26022","Cucurpe",2,0,"miércoles",0
"1371",2020-07-29,"26023","Cumpas",11,0,"miércoles",3
"1372",2020-07-29,"26024","Divisaderos",4,0,"miércoles",1
"1373",2020-07-29,"26025","Empalme",169,6,"miércoles",55
"1374",2020-07-29,"26026","Etchojoa",116,3,"miércoles",19
"1375",2020-07-29,"26027","Fronteras",11,0,"miércoles",0
"1376",2020-07-29,"26070","General Plutarco Elías Calles",67,1,"miércoles",4
"1377",2020-07-29,"26028","Granados",4,0,"miércoles",0
"1378",2020-07-29,"26029","Guaymas",709,4,"miércoles",72
"1379",2020-07-29,"26030","Hermosillo",7925,248,"miércoles",1257
"1380",2020-07-29,"26031","Huachinera",1,0,"miércoles",0
"1381",2020-07-29,"26032","Huásabas",1,0,"miércoles",0
"1382",2020-07-29,"26033","Huatabampo",229,15,"miércoles",50
"1383",2020-07-29,"26034","Huépac",1,0,"miércoles",0
"1384",2020-07-29,"26035","Imuris",22,0,"miércoles",4
"1385",2020-07-29,"26021","La Colorada",1,0,"miércoles",0
"1386",2020-07-29,"26036","Magdalena",204,1,"miércoles",53
"1387",2020-07-29,"26037","Mazatán",0,0,"miércoles",0
"1388",2020-07-29,"26038","Moctezuma",15,0,"miércoles",4
"1389",2020-07-29,"26039","Naco",7,0,"miércoles",0
"1390",2020-07-29,"26040","Nácori Chico",7,0,"miércoles",0
"1391",2020-07-29,"26041","Nacozari de García",55,2,"miércoles",7
"1392",2020-07-29,"26042","Navojoa",843,13,"miércoles",163
"1393",2020-07-29,"26043","Nogales",1891,3,"miércoles",36
"1394",2020-07-29,"26044","Ónavas",2,0,"miércoles",0
"1395",2020-07-29,"26045","Opodepe",2,0,"miércoles",0
"1396",2020-07-29,"26046","Oquitoa",2,1,"miércoles",1
"1397",2020-07-29,"26047","Pitiquito",81,2,"miércoles",23
"1398",2020-07-29,"26048","Puerto Peñasco",76,1,"miércoles",17
"1399",2020-07-29,"26049","Quiriego",5,0,"miércoles",0
"1400",2020-07-29,"26050","Rayón",3,0,"miércoles",0
"1401",2020-07-29,"26051","Rosario",10,2,"miércoles",2
"1402",2020-07-29,"26052","Sahuaripa",14,0,"miércoles",0
"1403",2020-07-29,"26053","San Felipe de Jesús",1,0,"miércoles",0
"1404",2020-07-29,"26072","San Ignacio Río Muerto",22,7,"miércoles",7
"1405",2020-07-29,"26054","San Javier",3,0,"miércoles",0
"1406",2020-07-29,"26055","San Luis Río Colorado",1221,8,"miércoles",96
"1407",2020-07-29,"26056","San Miguel de Horcasitas",14,0,"miércoles",0
"1408",2020-07-29,"26057","San Pedro de la Cueva",0,0,"miércoles",0
"1409",2020-07-29,"26058","Santa Ana",90,0,"miércoles",4
"1410",2020-07-29,"26059","Santa Cruz",2,0,"miércoles",0
"1411",2020-07-29,"26060","Sáric",6,1,"miércoles",1
"1412",2020-07-29,"26061","Soyopa",0,0,"miércoles",0
"1413",2020-07-29,"26062","Suaqui Grande",1,1,"miércoles",1
"1414",2020-07-29,"26063","Tepache",2,0,"miércoles",0
"1415",2020-07-29,"26064","Trincheras",6,0,"miércoles",0
"1416",2020-07-29,"26065","Tubutama",4,0,"miércoles",3
"1417",2020-07-29,"26066","Ures",27,0,"miércoles",3
"1418",2020-07-29,"26067","Villa Hidalgo",4,0,"miércoles",0
"1419",2020-07-29,"26068","Villa Pesqueira",2,0,"miércoles",0
"1420",2020-07-29,"26069","Yécora",21,0,"miércoles",5
"1421",2020-08-05,"26001","Aconchi",6,0,"miércoles",1
"1422",2020-08-05,"26002","Agua Prieta",596,3,"miércoles",57
"1423",2020-08-05,"26003","Álamos",49,0,"miércoles",3
"1424",2020-08-05,"26004","Altar",40,1,"miércoles",3
"1425",2020-08-05,"26005","Arivechi",0,0,"miércoles",0
"1426",2020-08-05,"26006","Arizpe",11,0,"miércoles",0
"1427",2020-08-05,"26008","Bacadéhuachi",0,0,"miércoles",0
"1428",2020-08-05,"26009","Bacanora",0,0,"miércoles",0
"1429",2020-08-05,"26010","Bacerac",3,0,"miércoles",0
"1430",2020-08-05,"26011","Bacoachi",18,0,"miércoles",2
"1431",2020-08-05,"26012","Bácum",75,14,"miércoles",30
"1432",2020-08-05,"26013","Banámichi",1,0,"miércoles",1
"1433",2020-08-05,"26014","Baviácora",28,0,"miércoles",12
"1434",2020-08-05,"26015","Bavispe",5,0,"miércoles",0
"1435",2020-08-05,"26071","Benito Juárez",47,1,"miércoles",13
"1436",2020-08-05,"26016","Benjamín Hill",16,1,"miércoles",1
"1437",2020-08-05,"26017","Caborca",909,47,"miércoles",98
"1438",2020-08-05,"26018","Cajeme",2977,34,"miércoles",240
"1439",2020-08-05,"26019","Cananea",333,9,"miércoles",45
"1440",2020-08-05,"26020","Carbó",2,0,"miércoles",0
"1441",2020-08-05,"26022","Cucurpe",2,0,"miércoles",0
"1442",2020-08-05,"26023","Cumpas",12,0,"miércoles",1
"1443",2020-08-05,"26024","Divisaderos",4,0,"miércoles",0
"1444",2020-08-05,"26025","Empalme",207,6,"miércoles",38
"1445",2020-08-05,"26026","Etchojoa",139,2,"miércoles",23
"1446",2020-08-05,"26027","Fronteras",12,0,"miércoles",1
"1447",2020-08-05,"26070","General Plutarco Elías Calles",70,2,"miércoles",3
"1448",2020-08-05,"26028","Granados",4,0,"miércoles",0
"1449",2020-08-05,"26029","Guaymas",776,6,"miércoles",67
"1450",2020-08-05,"26030","Hermosillo",10138,320,"miércoles",2213
"1451",2020-08-05,"26031","Huachinera",1,0,"miércoles",0
"1452",2020-08-05,"26032","Huásabas",1,0,"miércoles",0
"1453",2020-08-05,"26033","Huatabampo",260,1,"miércoles",31
"1454",2020-08-05,"26034","Huépac",1,0,"miércoles",0
"1455",2020-08-05,"26035","Imuris",30,3,"miércoles",8
"1456",2020-08-05,"26021","La Colorada",1,0,"miércoles",0
"1457",2020-08-05,"26036","Magdalena",217,0,"miércoles",13
"1458",2020-08-05,"26037","Mazatán",0,0,"miércoles",0
"1459",2020-08-05,"26038","Moctezuma",17,0,"miércoles",2
"1460",2020-08-05,"26039","Naco",7,0,"miércoles",0
"1461",2020-08-05,"26040","Nácori Chico",7,0,"miércoles",0
"1462",2020-08-05,"26041","Nacozari de García",58,0,"miércoles",3
"1463",2020-08-05,"26042","Navojoa",933,14,"miércoles",90
"1464",2020-08-05,"26043","Nogales",2185,44,"miércoles",294
"1465",2020-08-05,"26044","Ónavas",6,0,"miércoles",4
"1466",2020-08-05,"26045","Opodepe",2,0,"miércoles",0
"1467",2020-08-05,"26046","Oquitoa",2,0,"miércoles",0
"1468",2020-08-05,"26047","Pitiquito",87,3,"miércoles",6
"1469",2020-08-05,"26048","Puerto Peñasco",86,0,"miércoles",10
"1470",2020-08-05,"26049","Quiriego",5,0,"miércoles",0
"1471",2020-08-05,"26050","Rayón",3,0,"miércoles",0
"1472",2020-08-05,"26051","Rosario",10,0,"miércoles",0
"1473",2020-08-05,"26052","Sahuaripa",14,0,"miércoles",0
"1474",2020-08-05,"26053","San Felipe de Jesús",3,0,"miércoles",2
"1475",2020-08-05,"26072","San Ignacio Río Muerto",31,1,"miércoles",9
"1476",2020-08-05,"26054","San Javier",3,0,"miércoles",0
"1477",2020-08-05,"26055","San Luis Río Colorado",1303,5,"miércoles",82
"1478",2020-08-05,"26056","San Miguel de Horcasitas",14,0,"miércoles",0
"1479",2020-08-05,"26057","San Pedro de la Cueva",0,0,"miércoles",0
"1480",2020-08-05,"26058","Santa Ana",96,0,"miércoles",6
"1481",2020-08-05,"26059","Santa Cruz",3,0,"miércoles",1
"1482",2020-08-05,"26060","Sáric",6,0,"miércoles",0
"1483",2020-08-05,"26061","Soyopa",0,0,"miércoles",0
"1484",2020-08-05,"26062","Suaqui Grande",1,0,"miércoles",0
"1485",2020-08-05,"26063","Tepache",2,0,"miércoles",0
"1486",2020-08-05,"26064","Trincheras",6,0,"miércoles",0
"1487",2020-08-05,"26065","Tubutama",5,1,"miércoles",1
"1488",2020-08-05,"26066","Ures",27,0,"miércoles",0
"1489",2020-08-05,"26067","Villa Hidalgo",5,0,"miércoles",1
"1490",2020-08-05,"26068","Villa Pesqueira",2,0,"miércoles",0
"1491",2020-08-05,"26069","Yécora",21,0,"miércoles",0
"1492",2020-08-12,"26001","Aconchi",6,0,"miércoles",0
"1493",2020-08-12,"26002","Agua Prieta",629,10,"miércoles",33
"1494",2020-08-12,"26003","Álamos",51,0,"miércoles",2
"1495",2020-08-12,"26004","Altar",41,1,"miércoles",1
"1496",2020-08-12,"26005","Arivechi",0,0,"miércoles",0
"1497",2020-08-12,"26006","Arizpe",11,0,"miércoles",0
"1498",2020-08-12,"26008","Bacadéhuachi",0,0,"miércoles",0
"1499",2020-08-12,"26009","Bacanora",0,0,"miércoles",0
"1500",2020-08-12,"26010","Bacerac",3,0,"miércoles",0
"1501",2020-08-12,"26011","Bacoachi",18,0,"miércoles",0
"1502",2020-08-12,"26012","Bácum",102,0,"miércoles",27
"1503",2020-08-12,"26013","Banámichi",2,0,"miércoles",1
"1504",2020-08-12,"26014","Baviácora",28,0,"miércoles",0
"1505",2020-08-12,"26015","Bavispe",5,0,"miércoles",0
"1506",2020-08-12,"26071","Benito Juárez",70,7,"miércoles",23
"1507",2020-08-12,"26016","Benjamín Hill",16,0,"miércoles",0
"1508",2020-08-12,"26017","Caborca",1038,48,"miércoles",129
"1509",2020-08-12,"26018","Cajeme",3510,24,"miércoles",533
"1510",2020-08-12,"26019","Cananea",366,2,"miércoles",33
"1511",2020-08-12,"26020","Carbó",3,0,"miércoles",1
"1512",2020-08-12,"26022","Cucurpe",2,0,"miércoles",0
"1513",2020-08-12,"26023","Cumpas",14,0,"miércoles",2
"1514",2020-08-12,"26024","Divisaderos",4,0,"miércoles",0
"1515",2020-08-12,"26025","Empalme",319,7,"miércoles",112
"1516",2020-08-12,"26026","Etchojoa",193,9,"miércoles",54
"1517",2020-08-12,"26027","Fronteras",12,0,"miércoles",0
"1518",2020-08-12,"26070","General Plutarco Elías Calles",77,1,"miércoles",7
"1519",2020-08-12,"26028","Granados",4,0,"miércoles",0
